domain,protocol,ip_addr,get_period,average_word_len,path_length,check_double_slash,containsAt,sub_dir,containsHyphen,countQueries,Label
mulvinoperu.com,0,0,0,0,0,1,0,3,0,0,1
ss3e-chaseupdate.dyndns.dk,0,0,0,0,0,0,0,3,1,0,1
s.id,0,0,0,0,0,0,0,3,0,0,1
baahiye.so,0,0,0,0,0,0,0,3,0,0,1
sh199811.website.pl,0,0,0,0,1,1,0,7,1,0,1
107.180.44.78,0,0,0,0,0,1,0,3,0,0,1
is.gd,0,0,0,0,0,0,0,3,0,0,1
myhomeshop.club,0,0,0,0,1,1,0,10,2,0,1
norcaltc-my.sharepoint.com,0,0,0,1,1,0,0,7,5,2,1
storage.googleapis.com,0,0,0,0,0,0,0,4,0,0,1
iogaki.com,0,0,0,1,1,0,0,8,0,1,1
secure.runescape.com-zx.ru,0,0,0,1,1,0,0,4,1,0,1
usbank-link-mupyndtfft---com.illmickelsonbeats.com,0,0,0,1,0,1,0,3,5,0,1
idofus-touch.com,0,0,0,0,0,0,0,3,1,0,1
halifaxfraudpreventionalerts.com,0,0,0,0,0,0,0,4,0,0,1
auth-securitycheck.com,0,0,0,0,0,1,0,3,1,0,1
imaffiliateclub.com,0,0,0,0,1,1,0,6,0,0,1
assistenzaintesaonline.com,0,0,0,0,0,1,0,3,0,0,1
ikhaa.org,0,0,0,0,0,0,0,4,0,0,1
norcaltc-my.sharepoint.com,0,0,0,1,1,0,0,9,1,3,1
portsicsicoobintercliente.com,0,0,0,0,0,1,0,3,0,0,1
dpttrwmc37wji.cloudfront.net,0,0,0,0,0,0,0,3,0,0,1
flourishnutritioncentre.com,0,0,0,1,0,0,0,6,2,1,1
reregistering-devices.cc,0,0,0,0,0,1,0,3,1,0,1
lloyds-unknown-payee.com,0,0,0,0,0,1,0,3,2,0,1
supergas.top,0,0,0,0,0,1,0,3,0,0,1
payee-decline.com,0,0,0,0,0,0,0,3,1,0,1
facebook-com-groupquemonesffv.filesusr.com,0,0,0,1,1,1,0,4,2,0,1
grup-whatsappsexy.xxuz.com,0,0,0,0,0,1,0,3,1,0,1
dazzlingskill.com,0,0,1,1,1,0,1,4,0,0,1
soytablaroquero.com,0,0,0,0,0,1,0,4,0,0,1
hotelpousadadasaraucarias.com.br,0,0,0,0,0,1,0,5,0,0,1
halifax.co.uk.app-review-8932.info,0,0,1,0,0,0,0,3,2,0,1
zonasegura1bn.webenvirtual.multiportalempresa.com,0,0,0,0,0,0,0,5,1,0,1
halifax.profile-user-check.com,0,0,0,0,0,0,0,3,2,0,1
bit.do,0,0,0,0,0,1,0,3,0,0,1
google.com,0,0,0,1,0,1,0,10,3,3,1
verify-newdevice.com,0,0,0,0,0,0,0,3,1,0,1
englishtown.edu.vn,0,0,0,0,0,0,0,3,0,0,1
dfe396370d.nxcli.net,0,0,0,1,0,1,0,4,0,2,1
freddo-egypt.com,0,0,0,1,0,0,1,4,1,2,1
deregisterdevice-secured.com,0,0,0,0,0,0,0,3,1,0,1
my3.billing-information.co.uk,0,0,0,0,0,1,0,3,1,0,1
baplove.com,0,0,0,0,1,1,0,5,1,0,1
advonationusa.com,0,0,0,0,1,1,0,6,2,0,1
halifaxpayeeconfirm.com,0,0,0,0,0,1,0,3,0,0,1
sieck-kuehlsysteme.de,0,0,0,0,1,1,1,7,1,0,1
secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
galleryevents.gallerydigital.in,0,0,0,0,0,0,0,4,0,0,1
fbss-unimprove-44334343hk.ml,0,0,0,0,0,0,0,3,2,0,1
halifax.pair-yourdevice.com,0,0,0,0,0,0,0,3,1,0,1
facebookfotograf.0fees.us,0,0,0,0,0,1,0,3,0,0,1
umconnectumt-my.sharepoint.com,0,0,0,1,1,0,0,7,1,3,1
syringomaremoval.com,0,0,0,1,0,0,0,5,1,2,1
rebrand.ly,0,0,0,0,0,0,0,3,0,0,1
netorgft4359098-my.sharepoint.com,0,0,0,1,1,0,0,7,1,0,1
infommssms.webador.com,0,0,0,0,0,0,0,3,0,0,1
payeesecurity-app.com,0,0,0,0,0,1,0,3,1,0,1
ersfilter-my.sharepoint.com,0,0,0,1,1,0,0,7,1,3,1
mytax-refundform.com,0,0,0,0,0,0,0,3,1,0,1
peds-ortho.com,0,0,0,0,0,0,0,5,2,0,1
amozamn-vmaj9.cc,0,0,0,0,0,1,0,3,1,0,1
dogo-lema.firebaseapp.com,0,0,0,0,0,0,0,2,1,0,1
imaffiliateclub.com,0,0,0,0,1,1,0,6,0,0,1
urlz.fr,0,0,0,0,0,0,0,3,0,0,1
ciet-itac.ca,0,0,0,0,0,1,0,3,1,0,1
chitterlings.com,0,0,1,1,1,1,0,10,1,10,1
livenmitac-my.sharepoint.com,0,0,0,1,1,0,0,7,2,3,1
secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
halifax.newpayee-added.com,0,0,0,0,0,0,0,3,1,0,1
gruposcherman.com.br,0,0,0,0,1,1,0,6,0,0,1
golfballsonline.com,0,0,0,0,1,1,0,5,0,0,1
halifax-new-payee.com,0,0,0,0,0,0,0,3,2,0,1
norcaltc-my.sharepoint.com,0,0,0,1,1,0,0,7,1,2,1
freexecutive.com,0,0,0,0,1,1,0,5,0,0,1
surveyheart.com,0,0,0,0,1,0,0,4,0,0,1
tow1.photoclub-ebroicien.fr,0,0,0,0,0,1,0,3,1,0,1
pbndemo2.costapbn.com,0,0,0,0,1,1,0,7,1,0,1
lloydsbank.online-personal-login-verify.com,0,0,0,0,0,1,0,3,3,0,1
sites.leadsflixnet.co,0,0,0,1,0,0,0,3,1,1,1
app.simplenote.com,0,0,0,0,0,0,0,4,0,0,1
btyi.iblogger.org,0,0,0,0,0,1,0,4,0,0,1
meeting-23900123090123.bitbucket.io,0,0,0,0,0,1,0,3,1,0,1
eracvv.me,0,0,0,0,0,0,0,4,0,0,1
x9n44x9nvc9nn9a4l9xa4cds.df.r.appspot.com,0,0,1,1,0,0,1,3,0,0,1
aldcliffe.com,0,0,0,0,0,0,0,3,0,0,1
pqaxkffjrmnwgmem.tetete-app.ue.r.appspot.com,0,0,1,0,0,1,0,4,1,0,1
well-made-iron.surge.sh,0,0,0,0,0,0,0,3,2,0,1
phphphrunescape.com-de.ru,0,0,0,0,0,0,0,3,1,0,1
in-artroom.ru,0,0,0,0,0,1,1,5,2,0,1
storage.cloud.google.com,0,0,1,0,1,0,0,4,0,0,1
rsrsurprise.com,0,0,0,0,1,0,0,5,2,0,1
anamuslima.com,0,0,0,0,0,1,0,6,0,0,1
iqontions.com,0,0,0,0,0,1,0,4,0,0,1
publishers.chloedigital.com,0,0,0,0,0,1,0,4,0,0,1
vmorescam.com,0,0,0,0,0,1,0,3,2,0,1
ahmeddawod.com,0,0,0,0,1,0,0,8,0,0,1
lloyds-authenticate-device.link,0,0,0,0,0,0,0,3,2,0,1
edoism.com,0,0,0,0,0,1,0,7,0,0,1
livenmitac-my.sharepoint.com,0,0,0,1,1,0,0,7,2,2,1
secure.runescape.com-zx.ru,0,0,0,0,1,0,0,4,1,0,1
referral-deauthorisation.com,0,0,0,0,0,0,0,4,1,0,1
lstwypckcpxxbbaujuedwudnspxdrzxplrjl-dot-offgl8876899977678.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
stolizaparketa.ru,0,0,0,0,1,1,0,10,1,0,1
secure.runescape.com-zx.ru,0,0,0,1,1,0,0,4,1,0,1
vip.tmpubgm.com,0,0,0,0,0,1,0,3,0,0,1
test.bayoucitybadges.org,0,0,0,0,0,0,0,3,0,0,1
nhanquaff2020.top,0,0,0,0,0,0,0,3,0,0,1
aruba-iv.blogspot.com,0,0,0,0,0,0,0,3,1,0,1
pubgmul.com,0,0,0,0,0,0,0,3,0,0,1
equalchances.org,0,0,0,0,0,1,0,5,0,0,1
negociarbancopan.com,0,0,0,0,0,0,0,2,0,0,1
topnewstoday.world,0,0,0,0,1,0,0,7,1,3,1
crowleprimary-my.sharepoint.com,0,0,0,1,1,0,0,7,9,4,1
ctwazerbaijan.com,0,0,0,0,0,0,0,4,0,0,1
am-t.by,0,0,0,0,1,1,0,8,1,0,1
svolgabedjans.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
davidwinogrondspacetet.com,0,0,1,0,1,0,1,6,1,0,1
outlook-mailer.com,0,0,0,1,0,1,0,3,4,0,1
streamshroud.ru.com,0,0,0,0,0,0,0,3,0,0,1
mybrand.az,0,0,0,0,1,1,0,9,1,0,1
betebetgirisimiz.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
digig.creatorlink.net,0,0,0,0,0,0,0,3,0,0,1
monirshouvo.github.io,0,0,0,0,0,1,0,3,0,0,1
chintandev.chintanrathod.com,0,0,0,0,0,1,0,2,0,0,1
1drv.ms,0,0,0,1,1,0,0,4,5,0,1
gkh-psp.ru,0,0,0,0,1,1,0,7,2,0,1
ppuk-restricted.com,0,0,0,0,0,0,0,4,1,0,1
xn--tequeon-8za.pe,0,0,0,1,0,0,0,5,3,2,1
support-center.wbhmkt.ph,0,0,0,0,0,1,0,3,1,0,1
fertilitytreatmentshawaii.com,0,0,1,1,0,0,0,4,1,3,1
promcuscotravel.com,0,0,0,0,0,0,0,4,0,0,1
hot-mailitaccedi.com,0,0,0,0,0,0,0,3,1,0,1
marketinghelper.com.au,0,0,0,0,1,1,0,7,1,0,1
docs.google.com,0,0,0,0,1,0,0,7,0,0,1
mavibetgir5.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
sites.google.com,0,0,0,0,0,0,0,5,0,0,1
oviyamfotos.in,0,0,0,0,1,1,0,5,0,0,1
grupprivatees.kozow.com,0,0,0,0,0,0,0,3,0,0,1
mixi.guru,0,0,0,0,1,1,0,5,0,0,1
night-kingdom.mysteria.cz,0,0,0,0,0,1,0,3,1,0,1
hualish01.com,0,0,0,0,1,1,0,8,1,0,1
loginonline-halifaxsecure.me,0,0,0,0,0,0,0,3,1,0,1
chivalric-contraban.000webhostapp.com,0,0,0,1,1,1,0,4,1,0,1
dota2og.top,0,0,0,0,0,0,0,2,0,0,1
qumwocfultuawhvaeohuxqgrcy-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
claudiosinecio.com,0,0,0,1,1,0,1,3,2,0,1
pair-new-device.com,0,0,0,0,0,1,0,3,2,0,1
u7742171.ct.sendgrid.net,0,0,0,1,0,0,0,4,20,0,1
lloydsverifydevice.com,0,0,0,0,0,0,0,3,0,0,1
pagseguro.club,0,0,0,0,0,1,0,2,0,0,1
websitesecuritykey.com,0,0,0,0,0,1,0,4,0,0,1
detes.sk,0,0,0,0,0,1,0,5,0,0,1
madebrummi.com,0,0,0,0,0,1,0,3,0,0,1
sumitomomitsui-update.xyz,0,0,0,0,0,1,0,3,1,0,1
digitalflashbacks.ca,0,0,0,0,1,1,0,8,1,1,1
whatsapp-chat.yourtrap.com,0,0,0,0,0,1,0,3,1,0,1
psmkreditsyari.com,0,0,0,0,1,0,0,10,1,0,1
reregistering-devices.cc,0,0,0,0,0,0,0,3,1,0,1
jk3bt83s.r.eu-west-1.awstrack.me,0,0,1,1,1,0,0,7,10,0,1
a5d6.hyperphp.com,0,0,0,0,0,1,0,3,0,0,1
handmadebyamber.ca,0,0,0,0,0,1,0,5,3,0,1
623112j4j3.codesandbox.io,0,0,0,0,0,1,0,4,0,0,1
applewriters.com,0,0,0,0,0,1,0,4,1,0,1
online.jimmyjohns.com,0,0,0,1,1,0,0,6,8,0,1
aksoydanismanlik.com,0,0,0,0,0,1,0,4,0,0,1
m2p.441.myftpupload.com,0,0,0,0,0,0,0,3,0,0,1
halifax.mobilepayee-help.com,0,0,0,0,0,1,0,3,1,0,1
cpc.cx,0,0,0,0,0,1,0,3,0,0,1
153284594738391.statictab.com,0,0,0,0,0,1,0,3,0,0,1
halifax-verify-payee-team.com,0,0,0,0,0,0,0,3,3,0,1
newdevice-remove-securely.com,0,0,0,0,0,0,0,3,2,0,1
gkjx168.com,0,0,0,0,0,1,0,8,0,0,1
thepaperdesign.com,0,0,0,0,0,1,0,4,0,0,1
btck.co.uk,0,0,0,0,0,0,0,4,0,0,1
rebrand.ly,0,0,0,0,0,0,0,3,0,0,1
betcupgiris2.blogspot.com,0,0,0,0,0,1,0,2,0,0,1
cingular-oac.qpass.com,0,0,0,0,0,0,0,5,1,0,1
sportugal.pt,0,0,0,0,1,1,0,5,0,0,1
comunity-isue-ideent-andromeda-65.my.id,0,0,0,0,0,1,0,3,4,0,1
justlookapp.com,0,0,0,0,1,1,0,9,1,0,1
andreacostafisio.com.br,0,0,0,1,1,0,0,6,1,1,1
m-pa.it,0,0,0,0,1,1,0,8,1,0,1
plucknfile.com,0,0,1,0,1,0,0,6,1,0,1
instagram.woiila.com,0,0,0,0,0,1,0,3,0,0,1
ingresosucursalpersonasbancolombia.com.co,0,0,0,0,0,1,0,4,0,0,1
ouraring-my.sharepoint.com,0,0,0,1,1,1,0,7,13,4,1
signin.ebay.de.accuo.ca,0,0,1,1,0,1,0,20,0,7,1
littleblackdresskingdom.com,0,0,0,0,0,1,0,3,0,0,1
pubgrew.com,0,0,0,0,0,0,0,3,0,0,1
regionalca-app-zipsecuripassagrico.u819514iuj.ha004.t.justns.ru,0,0,1,1,0,1,0,3,2,0,1
biffa-dot-jsjjdkdhasaljdsj-azure.df.r.appspot.com,0,0,1,1,0,0,0,3,3,0,1
xolxol.phphwww.runescape.com-de.ru,0,0,0,0,0,1,0,3,1,0,1
mobileapp-security.com,0,0,0,0,0,0,0,3,1,0,1
macoca.com,0,0,0,0,1,0,0,6,0,0,1
appleczrepblu.com,0,0,0,0,0,1,0,4,0,0,1
secure.runescape.com-zx.ru,0,0,0,0,1,0,0,4,1,0,1
magazyn.allegro.secfence.lesavik.net,0,0,0,0,0,1,0,2,0,0,1
betqiuqiu.com,0,0,0,0,0,1,0,5,0,0,1
thewebclinic.co.uk,0,0,0,0,1,1,0,6,2,0,1
turvataantulevaisuus.fi,0,0,0,0,0,0,0,2,0,0,1
wenaxe.com,0,0,0,0,0,1,0,3,0,0,1
aprenderparaser.com.br,0,0,0,0,0,1,0,3,0,0,1
survid.com,0,0,0,1,1,1,0,8,1,2,1
phrunescape.com-de.ru,0,0,0,0,0,1,0,3,1,0,1
xwceolizolrxtplu-dot-glass-effect-294320.ew.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
latinodistributors.com,0,0,0,0,0,1,0,5,0,0,1
greenmattresscleaning.com,0,0,0,1,1,1,0,5,0,0,1
netflix.billing-setup.uk,0,0,0,0,0,1,0,3,1,0,1
habbocreditosparati.blogspot.com,0,0,0,0,0,1,0,3,0,0,1
mail.iosappdeveloper.in,0,0,0,0,1,1,0,10,0,0,1
52e4t.csb.app,0,0,0,0,0,0,0,4,0,0,1
ht.ly,0,0,0,0,0,1,0,3,0,0,1
koof.com.au,0,0,0,0,0,0,0,4,0,0,1
crackaworld.com,0,0,0,0,0,0,0,3,0,0,1
digitalflashbacks.ca,0,0,0,0,1,1,0,7,1,0,1
phphphrunescape.com-de.ru,0,0,0,0,0,0,0,3,1,0,1
tiledepot1.com,0,0,1,0,1,0,0,13,2,0,1
ybnet.totalh.net,0,0,0,0,0,1,0,3,0,0,1
alhaqimpex.com,0,0,0,0,0,1,0,4,0,0,1
simp.ly,0,0,0,0,0,1,0,4,0,0,1
vocalsmsmms.webador.com,0,0,0,0,0,0,0,3,0,0,1
revisedsalaryschedule2.000webhostapp.com,0,0,0,0,0,0,0,5,0,0,1
sgozq-alternate.app.link,0,0,0,0,0,0,0,3,1,0,1
osmaslo.ru,0,0,0,0,0,1,0,6,0,0,1
googieapp.com,0,0,0,0,0,1,0,4,0,0,1
forex-wissen.com,0,0,0,0,0,1,0,6,2,0,1
justlookapp.com,0,0,0,0,1,1,0,9,1,0,1
activabc-zonasegvuracovic1.xyz,0,0,0,0,0,0,0,5,1,0,1
aprenderparaser.com.br,0,0,0,0,0,1,0,4,0,0,1
osrsgames.com,0,0,0,0,1,0,0,4,0,0,1
u7742171.ct.sendgrid.net,0,0,0,1,0,1,0,4,23,0,1
newdevice-help.com,0,0,0,0,0,0,0,4,1,0,1
online-restore.com,0,0,0,0,0,1,0,3,1,0,1
secure24-paypal-payement.blogspot.com,0,0,0,0,0,0,0,3,2,0,1
events.af,0,0,0,0,1,1,0,7,0,0,1
adnet8.com,0,0,1,0,0,1,0,11,0,0,1
csytravels.in,0,0,0,0,1,1,0,5,2,0,1
kidscoloringpdf.com,0,0,0,0,1,1,0,8,1,0,1
opsidposqidpoqsidpoiqspodiqsopdipqsd.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
egacal.edu.pe,0,0,0,0,0,0,0,5,0,0,1
support-center.qlhrkn.ph,0,0,0,0,0,1,0,3,1,0,1
syjuypfcehxuchrlorefjugxvx-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
u7742171.ct.sendgrid.net,0,0,0,1,0,1,0,4,25,0,1
rabofree.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
trk-log.ashleyegan.com,0,0,0,0,1,0,0,5,8,0,1
shootatsight.com,0,0,0,0,0,1,0,5,0,0,1
dataforce.co.uk,0,0,1,0,1,1,1,7,2,0,1
storage.googleapis.com,0,0,1,1,1,0,1,5,0,0,1
xj333.mjt.lu,0,0,0,1,1,1,0,7,1,0,1
workinprogress.pl,0,0,0,0,1,1,0,9,1,0,1
hwbcpa-my.sharepoint.com,0,0,0,1,1,0,0,9,2,3,1
financiallifecoaching.builderallwp.com,0,0,0,1,0,0,0,6,1,0,1
fitlab.us,0,0,0,0,1,0,0,8,1,0,1
3-support-uk.com,0,0,0,0,0,1,0,3,2,0,1
docs.google.com,0,0,0,0,1,0,0,7,1,0,1
m-facebook-com--07zyg0p-dot-srtrkr.appspot.com,0,0,0,0,0,0,0,4,6,0,1
rb.gy,0,0,0,0,0,0,0,3,0,0,1
u7742171.ct.sendgrid.net,0,0,0,1,0,0,0,4,25,0,1
egyptmovingfurniture.com,0,0,0,0,1,1,0,7,1,0,1
verify-device-reference962.com,0,0,0,0,0,0,0,3,2,0,1
wvw.zonasegurabn1-bn-conr-pe.xyz,0,0,0,0,0,0,0,3,3,0,1
d5wxk.csb.app,0,0,0,0,0,0,0,4,0,0,1
cpc.cx,0,0,0,0,0,1,0,3,0,0,1
karlmey.com,0,0,0,0,1,1,0,6,0,0,1
gemrocksart.org,0,0,0,0,0,1,0,6,1,0,1
semprepresenteexpirando.club,0,0,0,0,0,0,0,3,0,0,1
bowmanconsultinggroup-my.sharepoint.com,0,0,0,1,1,1,0,18,1,2,1
movingautoparts.com,0,0,1,0,1,0,0,6,1,0,1
deregister-online-secure.com,0,0,0,0,0,0,0,3,2,0,1
sg-intrrnetbakngdbs.com,0,0,0,0,0,0,0,2,1,0,1
plhonppzraertofhqraosnupzi-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,1,0,3,4,0,1
escuelaonline.org,0,0,0,1,1,0,0,7,0,0,1
urlz.fr,0,0,0,0,0,1,0,3,0,0,1
vieuxshack.com,0,0,0,0,1,1,0,6,0,0,1
docs.google.com,0,0,0,0,1,0,0,7,0,0,1
icipedudu-my.sharepoint.com,0,0,0,1,1,0,0,7,1,2,1
zjgsyds.cn,0,0,0,0,0,1,0,6,0,0,1
halifax-manage-payees.com,0,0,0,0,0,0,0,3,2,0,1
bomym.com,0,0,0,1,1,0,0,6,1,0,1
appurl.io,0,0,0,1,0,0,0,5,0,0,1
51jianli.cn,0,0,1,0,0,1,0,6,0,0,1
albel.intnet.mu,0,0,0,0,0,1,0,4,0,0,1
rem-00937546.unsion.tv,0,0,0,1,0,1,0,3,1,0,1
67.229.29.132,0,0,0,0,0,1,0,2,0,0,1
medamiaudette.getenjoyment.net,0,0,0,0,0,1,0,3,0,0,1
silitrade-my.sharepoint.com,0,0,0,1,1,0,0,10,5,2,1
removesecure-payee.com,0,0,0,0,0,0,0,3,1,0,1
yyblxalgbqzoqakxuzwcvfewwjxxpcpyqriq-dot-offgl8876899977678.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
docusignemail1com1login1dropbox9com64bae2a51a5b3dropbox7com.mybabydeck.com,0,0,0,1,0,1,0,3,0,0,1
halifax.verify-mydevice.com,0,0,0,0,0,0,0,3,1,0,1
auduboninstitute-my.sharepoint.com,0,0,0,1,1,0,0,7,2,0,1
paypal-verification.applmanager.com,0,0,0,0,0,1,0,5,2,0,1
remove-newmobile-secure.com,0,0,0,0,0,0,0,3,2,0,1
laswslfbpxfdwjihrmuearywagfqxvnlhlwe-dot-offglen.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
bayernlbuk.net,0,0,0,0,0,1,0,3,0,0,1
ankama-pack.club,0,0,0,0,1,0,0,7,2,0,1
secure.runescape.com-en.ru,0,0,0,1,1,0,0,4,1,0,1
sultantd.com.au,0,0,0,1,1,0,1,5,1,0,1
gemapower.com,0,0,0,0,0,1,0,3,0,0,1
am-t.by,0,0,0,0,1,1,0,8,1,0,1
ebay-diskussionsforen-clubs-de-es8.atamantemizlik.com.tr,0,0,0,1,0,1,0,3,4,0,1
digitalflashbacks.ca,0,0,0,0,1,1,0,7,1,0,1
kutt.it,0,0,0,0,0,0,0,3,0,0,1
marketinghelper.com.au,0,0,0,0,1,1,0,8,1,0,1
afjgcoxhvophnorhfztpewmewaiuixpipzwh-dot-offglen.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
requation.com,0,0,0,0,1,0,0,9,3,0,1
gkjx168.com,0,0,1,0,0,1,0,9,0,0,1
maruei.com.br,0,0,0,0,0,1,0,3,0,0,1
lloydssecuredevice.com,0,0,0,0,0,0,0,3,0,0,1
is.gd,0,0,0,0,0,0,0,3,0,0,1
advertisementoncars.com,0,0,0,0,0,1,0,5,0,0,1
grupwa18-tys.wikaba.com,0,0,0,0,0,1,0,3,1,0,1
fdyf5.app.link,0,0,0,0,0,0,0,3,0,0,1
utahpakwhggvpswsyfkolchgadxokojdxjgp-dot-offgl8876899977678.uk.r.appspot.com,0,0,0,1,0,1,0,3,2,0,1
secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
lloyds-authorise-payment.com,0,0,0,0,0,0,0,3,2,0,1
ht.ly,0,0,0,0,0,1,0,3,0,0,1
sites.google.com,0,0,0,0,0,0,0,5,0,0,1
login-live.com-s02.info,0,0,0,0,0,0,0,3,2,0,1
eracvv.me,0,0,0,0,0,0,0,3,0,0,1
paypal.co.uk.userrmuqu2y40n5.settingsppup.com,0,0,1,1,0,1,0,3,0,2,1
brighant.com,0,0,0,0,0,1,0,4,0,0,1
ac-maxeljegefr.weebly.com,0,0,0,0,0,0,0,3,1,0,1
polrul-91342727.alsalhaj.com,0,0,0,1,0,0,0,3,1,0,1
pdcox.csb.app,0,0,0,0,0,0,0,3,0,0,1
escuelaonline.org,0,0,0,1,1,0,0,7,0,1,1
aoaonline.org,0,0,0,0,0,0,0,6,0,0,1
firebasestorage.googleapis.com,0,0,1,1,1,0,0,7,22,1,1
banresevaswebs.com,0,0,0,0,0,1,0,3,0,0,1
hotelbellevuecachan.com,0,0,0,0,0,1,0,4,0,0,1
autorizador5.com.br,0,0,0,0,1,1,0,8,0,0,1
usemco1-my.sharepoint.com,0,0,0,1,1,0,0,7,1,2,1
amazon-check-co-jp.h1s.top,0,0,0,0,0,0,0,3,3,0,1
halifax-verifyaccount.com,0,0,0,0,0,0,0,3,1,0,1
facebook.eeuropa.co,0,0,0,0,0,1,0,3,0,0,1
rebrand.ly,0,0,0,0,0,0,0,3,0,0,1
mvkoptfree.byethost5.com,0,0,0,0,0,1,0,3,0,0,1
encinogreatlakesmontessori.com,0,0,0,0,0,0,0,5,0,0,1
greatmusica.com,0,0,0,0,0,0,0,4,0,0,1
dorahospitality-my.sharepoint.com,0,0,0,1,1,0,0,7,1,0,1
halifax-resolve.info,0,0,0,0,0,1,0,3,1,0,1
apius.co.jp.yhty6.com,0,0,1,0,0,0,0,3,0,0,1
emigratingtothesun.com,0,0,0,0,0,0,0,6,0,0,1
luckycoupon.online,0,0,0,0,0,1,0,4,0,0,1
promosjagex.com,0,0,0,0,0,0,0,3,0,0,1
greatmusica.com,0,0,0,0,0,0,0,4,0,0,1
halifax-personal.aut1.co.uk,0,0,0,0,0,1,0,3,1,0,1
justlookapp.com,0,0,0,0,1,1,0,10,1,0,1
andreacostafisio.com.br,0,0,0,1,1,1,0,6,1,2,1
sawtkaijgfqkihtospzyryfgrl-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
ecoute-client-orange.webador.com,0,0,0,0,0,0,0,3,2,0,1
alhaqimpex.com,0,0,0,0,0,0,0,5,0,0,1
worksitehealthsolutions.org,0,0,0,0,1,1,0,6,1,0,1
y02hh200222fyhffh90yhyhh.s3.us-east-2.amazonaws.com,0,0,1,1,0,0,0,3,2,0,1
carrytheskull.com,0,0,0,0,0,0,1,4,0,0,1
gns.io,0,0,0,0,0,0,0,3,0,0,1
courseworkwritingsite.com,0,0,0,0,0,0,0,3,0,0,1
secure.runescape.com-as.ru,0,0,0,0,1,0,0,4,1,0,1
siuolamour.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
roomedic.com,0,0,0,0,0,1,0,4,0,0,1
condos-at-the-beach.com,0,0,0,0,0,1,0,4,3,0,1
urlz.fr,0,0,0,0,0,0,0,3,0,0,1
serveurprocompte.h70.ir,0,0,0,0,0,1,0,3,0,0,1
omyinfotech.com,0,0,0,1,1,0,0,8,0,1,1
sfiejkbbdobkufow-dot-mnospot.ts.r.appspot.com,0,0,1,0,0,1,0,3,2,0,1
forms.office.com,0,0,0,1,0,0,0,4,0,0,1
xjupu.mjt.lu,0,0,0,1,1,1,0,7,3,0,1
profibukh.ru,0,0,0,0,1,0,0,7,1,0,1
hoomebtcom.weebly.com,0,0,0,0,0,0,0,3,0,0,1
halifax.secure-my-device.uk,0,0,0,0,0,0,0,3,2,0,1
plaboixo.com,0,0,0,0,0,1,0,4,0,0,1
facglobal.net,0,0,0,1,1,1,0,10,1,1,1
pgrimard.magix.net,0,0,0,0,0,1,0,3,0,0,1
tinavegaphotography.com,0,0,0,1,1,0,0,6,0,0,1
fbookcom-80393941.consultemerald.org,0,0,0,1,0,1,0,3,1,0,1
chivasgrillconcepcion.cl,0,0,1,1,0,1,0,5,0,10,1
kongrespdgi.com,0,0,0,1,1,0,0,8,0,2,1
lloyds-mypayee-support.com,0,0,0,0,0,0,0,3,2,0,1
checkpayee-hsbc.link,0,0,0,0,0,1,0,3,1,0,1
mnjzctrlsnaneyohgupaafetcxdrdgsxtjvv-dot-offgl8876899977678.uk.r.appspot.com,0,0,0,1,0,1,0,3,2,0,1
bit.ly,0,0,0,0,0,1,0,3,0,0,1
35.199.84.117,0,0,0,0,0,1,0,3,0,0,1
freebetbahis.com,0,0,0,0,0,0,0,3,0,0,1
yujiangdongheng.com,0,0,1,0,0,1,1,5,1,0,1
1drv.ms,0,0,0,0,1,0,0,4,2,0,1
halifax.authorise-mobilebanking.com,0,0,0,0,0,1,0,3,1,0,1
newlifeschooloftheology.com,0,0,0,0,0,1,0,6,1,0,1
lynkos.com.br,0,0,0,1,0,1,0,4,0,2,1
bank-of-america-secure00.dns05.com,0,0,0,0,1,1,0,4,3,0,1
cibalvo.com,0,0,0,0,0,1,0,3,0,0,1
thelyceumconsulting.com,0,0,0,0,0,0,0,5,0,0,1
terhjeharqtertedrf.com,0,0,0,0,0,1,0,3,0,0,1
docs.google.com,0,0,0,0,1,0,0,7,1,0,1
bodegalatinacorp-my.sharepoint.com,0,0,0,1,1,0,0,7,5,4,1
